transaksie_id,datum,winkel_naam,klient_id,produk_kategorie,produk,verkoopsprys,kosprys,hoeveelheid,verkoopsprys_genormaliseer,kosprys_genormaliseer,hoeveelheid_gestandaardiseer,totale_inkomste,log_totale_inkomste,tipe_Bed,tipe_Droër,tipe_Eetstel,tipe_Kas,tipe_Lessenaar,tipe_Mikrogolf,tipe_Stoof,tipe_Wasmajien,tipe_Yskas,jaar,maand,kwartaal,dag_van_week,winsmarge,bruto_wins,maand_naam,is_naweek,seisoen,verkope_kategorie,winsmarge_kategorie,markup_pct,bydrae_marge,wins_opslag_pct,jaar_maand
T00079,2025-03-19,Paarl,K0022,Meubels,Kas,3674.0,2481.07,1,0.1085752525565245,0.1039765284785491,-0.4123517295081363,3674.0,8.209308411646937,False,False,False,True,False,False,False,False,False,2025,3,1,2,32.46951551442569,1192.9299999999998,March,False,Herfs,Laag,Goed,48.081271386941914,1142.9299999999998,48.081271386941914,2025-03
T00080,2024-10-04,Paarl,K0143,Meubels,Bed,8137.13,5490.05,1,0.32115282944278,0.3038444779220502,-0.4123517295081363,8137.13,9.00431570287494,True,False,False,False,False,False,False,False,False,2024,10,4,4,32.53088005230345,2647.08,October,False,Lente,Medium,Goed,48.215954317355944,2597.08,48.215954317355944,2024-10
T00081,2024-08-31,Worcester,K0171,Toestelle,Yskas,7161.15,4557.5,1,0.2746671874181364,0.241900943483956,-0.4123517295081363,7161.15,8.876565494209485,False,False,False,False,False,False,False,False,True,2024,8,3,5,36.35798719479413,2603.6499999999996,August,True,Winter,Medium,Goed,57.12890839275918,2553.6499999999996,57.12890839275918,2024-08
T00082,2025-09-07,Worcester,K0091,Meubels,Bed,11099.87,7980.18,1,0.4622672693412335,0.4692484277481527,-0.4123517295081363,11099.87,9.31477876260738,True,False,False,False,False,False,False,False,False,2025,9,3,6,28.105644480520947,3119.6900000000005,September,True,Lente,Medium,Gemiddeld,39.09297785262989,3069.6900000000005,39.09297785262989,2025-09
T00083,2024-10-15,Worcester,K0058,Meubels,Bank,10041.87,6473.78,1,0.4118750386991375,0.3691875835279551,-0.4123517295081363,10041.87,9.21461820897022,False,False,False,False,False,False,False,False,False,2024,10,4,1,35.532126984316676,3568.090000000001,October,False,Lente,Medium,Goed,55.11602186048956,3518.090000000001,55.11602186048956,2024-10
T00084,2024-10-19,Paarl,K0147,Toestelle,Yskas,8355.88,5402.69,1,0.331571827980548,0.298041692904076,-0.4123517295081363,8355.88,9.030840430678523,False,False,False,False,False,False,False,False,True,2024,10,4,5,35.342656907471145,2953.1899999999996,October,True,Lente,Medium,Goed,54.661474191560124,2903.1899999999996,54.661474191560124,2024-10
T00085,2025-02-17,Paarl,K0178,Meubels,Lessenaar,5313.52,3531.01,2,0.186665110762885,0.1737175552845463,1.3670760041350831,10627.04,9.271251070515827,False,False,False,False,True,False,False,False,False,2025,2,1,0,33.546688447582774,1782.5100000000002,February,False,Somer,Medium,Goed,50.48159025321367,1732.5100000000002,50.48159025321367,2025-02
T00086,2025-03-31,Stellenbosch,K0080,Meubels,Bed,5538.27,3759.95,1,0.1973698875462604,0.1889246249046818,-0.4123517295081363,5538.27,8.61961800210597,True,False,False,False,False,False,False,False,False,2025,3,1,0,32.10966601483858,1778.3200000000006,March,False,Herfs,Medium,Goed,47.29637362198967,1728.3200000000006,47.29637362198967,2025-03
T00087,2025-06-13,Paarl,K0145,Meubels,Bank,7981.29,5659.16,2,0.3137302158102051,0.3150774103211989,1.3670760041350831,15962.58,9.67806515662684,False,False,False,False,False,False,False,False,False,2025,6,2,4,29.094670159836316,2322.13,June,False,Winter,Hoog,Gemiddeld,41.033121523335616,2272.13,41.033121523335616,2025-06
T00088,2025-08-15,Stellenbosch,K0136,Meubels,Eetstel,15553.9,10649.24,1,0.6744114158883179,0.6465375918973565,-0.4123517295081363,15553.9,9.652130980510044,False,False,True,False,False,False,False,False,False,2025,8,3,4,31.533313188332183,4904.66,August,False,Winter,Hoog,Goed,46.056432196100374,4854.66,46.056432196100374,2025-08
T00089,2025-02-06,Paarl,K0095,Toestelle,Mikrogolf,2629.94,1797.99,1,0.0588469800383895,0.0586037447093426,-0.4123517295081363,2629.94,7.875096475763151,False,False,False,False,False,True,False,False,False,2025,2,1,3,31.633801531593882,831.95,February,False,Somer,Laag,Goed,46.27111385491577,781.95,46.27111385491577,2025-02
T00090,2025-05-16,Worcester,K0014,Toestelle,Droër,7438.19,5168.95,1,0.2878625216119798,0.2825157889422935,-0.4123517295081363,7438.19,8.914517250932521,False,True,False,False,False,False,False,False,False,2025,5,2,4,30.507959597697827,2269.24,May,False,Herfs,Medium,Goed,43.90137261919732,2219.24,43.90137261919732,2025-05
T00091,2024-12-07,Stellenbosch,K0170,Meubels,Eetstel,16565.82,10833.4,1,0.7226088696041495,0.6587702028052107,-0.4123517295081363,16565.82,9.715157178906978,False,False,True,False,False,False,False,False,False,2024,12,4,5,34.603901285900726,5732.42,December,True,Somer,Hoog,Goed,52.9143205272583,5682.42,52.9143205272583,2024-12
T00092,2025-09-08,Paarl,K0194,Toestelle,Mikrogolf,2648.49,1836.07,1,0.0597305111143922,0.0611331638197416,-0.4123517295081363,2648.49,7.882122447628657,False,False,False,False,False,True,False,False,False,2025,9,3,0,30.67483736015616,812.4199999999998,September,False,Lente,Laag,Goed,44.247768331272766,762.4199999999998,44.247768331272766,2025-09
T00093,2025-12-07,Stellenbosch,K0174,Toestelle,Mikrogolf,2159.99,1576.03,1,0.0364633989511938,0.0438603133610187,-0.4123517295081363,2159.99,7.678321729008904,False,False,False,False,False,True,False,False,False,2025,12,4,6,27.035310348659014,583.9599999999998,December,True,Somer,Laag,Gemiddeld,37.05259417650678,533.9599999999998,37.05259417650678,2025-12
T00094,2025-11-11,Worcester,K0154,Toestelle,Yskas,9464.51,6589.95,1,0.3843755507184941,0.3769040388340228,-0.4123517295081363,9464.51,9.155409944917633,False,False,False,False,False,False,False,False,True,2025,11,4,1,30.37198967511261,2874.5600000000004,November,False,Lente,Medium,Goed,43.62036130774893,2824.5600000000004,43.62036130774893,2025-11
T00095,2024-08-26,Stellenbosch,K0197,Meubels,Bed,8586.14,5784.37,2,0.3425390444528061,0.3233943369707017,1.3670760041350831,17172.28,9.75110996651524,True,False,False,False,False,False,False,False,False,2024,8,3,0,32.63131046081242,2801.7699999999995,August,False,Winter,Hoog,Goed,48.43690842736546,2751.7699999999995,48.43690842736546,2024-08
T00096,2024-11-18,Paarl,K0128,Toestelle,Stoof,7214.17,4899.31,1,0.2771925145151534,0.2646052698002769,-0.4123517295081363,7214.17,8.883941032953953,False,False,False,False,False,False,True,False,False,2024,11,4,0,32.087682990558854,2314.8599999999997,November,False,Lente,Medium,Goed,47.248694203877676,2264.8599999999997,47.248694203877676,2024-11
T00097,2025-09-14,Stellenbosch,K0059,Meubels,Kas,8798.66,6144.69,1,0.3526613099122184,0.3473281682169986,-0.4123517295081363,8798.66,9.082468363356258,False,False,False,True,False,False,False,False,False,2025,9,3,6,30.163343054510577,2653.9700000000003,September,True,Lente,Medium,Goed,43.19127571936095,2603.9700000000003,43.19127571936095,2025-09
T00098,2025-11-25,Worcester,K0190,Toestelle,Yskas,9947.67,7194.66,1,0.407388320243102,0.4170711877376312,-0.4123517295081363,9947.67,9.20519415287652,False,False,False,False,False,False,False,False,True,2025,11,4,1,27.674922871385967,2753.01,November,False,Lente,Medium,Gemiddeld,38.26462960028688,2703.01,38.26462960028688,2025-11
T00099,2024-08-13,Paarl,K0081,Meubels,Kas,4537.98,2999.03,2,0.1497263673298309,0.1383814108951008,1.3670760041350831,9075.96,9.113494613774602,False,False,False,True,False,False,False,False,False,2024,8,3,1,33.912665987950575,1538.9499999999994,August,False,Winter,Medium,Goed,51.31492515913476,1488.9499999999994,51.31492515913476,2024-08
T00100,2025-09-13,Worcester,K0104,Toestelle,Mikrogolf,2893.54,2009.81,1,0.0714021709620724,0.0726736385109373,-0.4123517295081363,2893.54,7.970581482736063,False,False,False,False,False,True,False,False,False,2025,9,3,5,30.54148206003719,883.73,September,True,Lente,Laag,Goed,43.97082311263254,833.73,43.97082311263254,2025-09
T00101,2024-07-22,Paarl,K0177,Meubels,Lessenaar,5463.38,3516.75,1,0.1938028987440046,0.1727703515945702,-0.4123517295081363,5463.38,8.606005944952464,False,False,False,False,True,False,False,False,False,2024,7,3,0,35.6305071219648,1946.63,July,False,Winter,Medium,Goed,55.35309589820147,1896.63,55.35309589820147,2024-07
T00102,2025-07-06,Stellenbosch,K0151,Toestelle,Yskas,9825.56,6818.29,1,0.4015722566479164,0.3920712541614524,-0.4123517295081363,9825.56,9.192844202759424,False,False,False,False,False,False,False,False,True,2025,7,3,6,30.60660155757025,3007.2699999999995,July,True,Winter,Medium,Goed,44.10592685262726,2957.2699999999995,44.10592685262726,2025-07
T00103,2025-08-15,Worcester,K0191,Meubels,Kas,5631.92,3998.37,2,0.2018304096631151,0.2047613923495699,1.3670760041350831,11263.84,9.329441649480968,False,False,False,True,False,False,False,False,False,2025,8,3,4,29.00520603985852,1633.5500000000002,August,False,Winter,Medium,Gemiddeld,40.855398574919285,1583.5500000000002,40.855398574919285,2025-08
T00104,2025-06-13,Stellenbosch,K0163,Toestelle,Wasmajien,5869.4,4126.29,1,0.213141512624254,0.2132583275544608,-0.4123517295081363,5869.4,8.677678053601017,False,False,False,False,False,False,False,True,False,2025,6,2,4,29.698265580808936,1743.1099999999997,June,False,Winter,Medium,Gemiddeld,42.24400126990589,1693.1099999999997,42.24400126990589,2025-06
T00105,2024-10-25,Worcester,K0166,Meubels,Bed,7845.8,5068.27,1,0.3072768667273152,0.2758282386262491,-0.4123517295081363,7845.8,8.967861084355231,True,False,False,False,False,False,False,False,False,2024,10,4,4,35.40148869458818,2777.5299999999997,October,False,Lente,Medium,Goed,54.80232899983623,2727.5299999999997,54.80232899983623,2024-10
T00106,2024-11-29,Stellenbosch,K0045,Meubels,Bank,12852.88,8486.89,1,0.545762623063257,0.5029060421764694,-0.4123517295081363,12852.88,9.46140099027228,False,False,False,False,False,False,False,False,False,2024,11,4,4,33.96896259826592,4365.99,November,False,Lente,Medium,Goed,51.443932936564515,4315.99,51.443932936564515,2024-11
T00107,2024-12-04,Worcester,K0161,Meubels,Bank,12032.5,8018.08,3,0.506688163541364,0.47176589057074,3.146503737778303,36097.5,10.494006592211155,False,False,False,False,False,False,False,False,False,2024,12,4,2,33.363141491793066,4014.42,December,False,Somer,Hoog,Goed,50.06709835771157,3964.42,50.06709835771157,2024-12
T00108,2025-11-18,Paarl,K0160,Toestelle,Droër,8244.24,5874.2,1,0.3262544474239472,0.3293611888269818,-0.4123517295081363,8244.24,9.017391343120693,False,True,False,False,False,False,False,False,False,2025,11,4,1,28.747828787128952,2370.04,November,False,Lente,Medium,Gemiddeld,40.34660038813796,2320.04,40.34660038813796,2025-11
T00109,2025-05-27,Worcester,K0121,Toestelle,Wasmajien,7938.5,5538.36,1,0.3116921406219487,0.3070534127230844,-0.4123517295081363,7938.5,8.979605579966153,False,False,False,False,False,False,False,True,False,2025,5,2,1,30.234175222019278,2400.1400000000003,May,False,Herfs,Medium,Goed,43.336655616464085,2350.1400000000003,43.336655616464085,2025-05
T00110,2025-09-26,Worcester,K0091,Toestelle,Stoof,6957.12,5033.28,1,0.2649492981762585,0.2735040691232853,-0.4123517295081363,6957.12,8.847664601898325,False,False,False,False,False,False,True,False,False,2025,9,3,4,27.652821857320276,1923.8400000000001,September,False,Lente,Medium,Gemiddeld,38.2223917604425,1873.8400000000001,38.2223917604425,2025-09
T00111,2025-12-02,Stellenbosch,K0015,Toestelle,Mikrogolf,1964.55,1372.23,1,0.0271546488976104,0.0303231386052591,-0.4123517295081363,1964.55,7.583527383357993,False,False,False,False,False,True,False,False,False,2025,12,4,1,30.150416125830343,592.3199999999999,December,False,Somer,Laag,Goed,43.164775584267936,542.3199999999999,43.164775584267936,2025-12
T00112,2025-07-13,Paarl,K0130,Meubels,Eetstel,16447.42,11159.73,1,0.7169695122241644,0.6804462883697202,-0.4123517295081363,16447.42,9.707984702948334,False,False,True,False,False,False,False,False,False,2025,7,3,6,32.14905438056546,5287.689999999999,July,True,Winter,Hoog,Goed,47.381881102858216,5237.689999999999,47.381881102858216,2025-07
T00114,2025-01-09,Paarl,K0016,Toestelle,Droër,7356.8,4827.54,1,0.2839859397103161,0.2598380321544433,-0.4123517295081363,7356.8,8.903516253996035,False,True,False,False,False,False,False,False,False,2025,1,1,3,34.37989343192693,2529.26,January,False,Somer,Medium,Goed,52.39231575502223,2479.26,52.39231575502223,2025-01
T00115,2025-10-05,Stellenbosch,K0045,Toestelle,Yskas,9946.48,6860.96,1,0.4073316408910565,0.3949055586110513,-0.4123517295081363,9946.48,9.205074531743646,False,False,False,False,False,False,False,False,True,2025,10,4,6,31.02122559940803,3085.5199999999995,October,True,Lente,Medium,Goed,44.97213217975327,3035.5199999999995,44.97213217975327,2025-10
T00116,2024-08-10,Stellenbosch,K0157,Toestelle,Mikrogolf,2463.59,1576.12,1,0.0509237781789257,0.0438662915049246,-0.4123517295081363,2463.59,7.809780744042249,False,False,False,False,False,True,False,False,False,2024,8,3,5,36.02344545967471,887.4700000000003,August,True,Winter,Laag,Goed,56.30726086846182,837.4700000000003,56.30726086846182,2024-08
T00117,2024-12-10,Paarl,K0199,Toestelle,Stoof,6975.77,4571.91,1,0.2658375922230214,0.2428581107471085,-0.4123517295081363,6975.77,8.85034133793793,False,False,False,False,False,False,True,False,False,2024,12,4,1,34.46013845066567,2403.8600000000006,December,False,Somer,Medium,Goed,52.5789002845638,2353.8600000000006,52.5789002845638,2024-12
T00118,2025-06-12,Worcester,K0025,Meubels,Bed,4970.31,3479.72,1,0.1703181188170686,0.1703106774964064,-0.4123517295081363,4970.31,8.511438665848111,True,False,False,False,False,False,False,False,False,2025,6,2,3,29.989879906887108,1490.5900000000006,June,False,Winter,Laag,Gemiddeld,42.836492591357946,1440.5900000000006,42.836492591357946,2025-06
T00119,2025-07-31,Paarl,K0086,Toestelle,Droër,6756.91,4589.43,2,0.2554133544174172,0.2440218560941199,1.3670760041350831,13513.82,9.511542140086894,False,True,False,False,False,False,False,False,False,2025,7,3,3,32.07797647149362,2167.4799999999996,July,False,Winter,Medium,Goed,47.227651364112745,2117.4799999999996,47.227651364112745,2025-07
T00120,2024-09-22,Worcester,K0168,Meubels,Bed,5508.52,3580.19,1,0.1959529037451239,0.1769842788100039,-0.4123517295081363,5508.52,8.614232784014717,True,False,False,False,False,False,False,False,False,2024,9,3,6,35.00631748636658,1928.3300000000004,September,True,Lente,Medium,Goed,53.86110793002607,1878.3300000000004,53.86110793002607,2024-09
T00121,2025-08-06,Stellenbosch,K0165,Meubels,Bed,6232.29,4337.39,1,0.2304258572156625,0.2272803962048085,-0.4123517295081363,6232.29,8.737659562278747,True,False,False,False,False,False,False,False,False,2025,8,3,2,30.40455434519253,1894.8999999999996,August,False,Winter,Medium,Goed,43.68756325808838,1844.8999999999996,43.68756325808838,2025-08
T00122,2025-06-02,Stellenbosch,K0005,Meubels,Kas,6230.59,4194.28,1,0.2303448867127405,0.2177744831562474,-0.4123517295081363,6230.59,8.737386795912677,False,False,False,True,False,False,False,False,False,2025,6,2,0,32.68245864356346,2036.3100000000004,June,False,Winter,Medium,Goed,48.54969148459332,1986.3100000000004,48.54969148459332,2025-06
T00123,2025-07-07,Paarl,K0197,Meubels,Bank,12145.52,8278.04,1,0.5120712730944545,0.4890334271237688,-0.4123517295081363,12145.52,9.404797987989635,False,False,False,False,False,False,False,False,False,2025,7,3,0,31.842852343909517,3867.4799999999996,July,False,Winter,Medium,Goed,46.719754917830784,3817.4799999999996,46.719754917830784,2025-07
T00124,2025-11-10,Stellenbosch,K0076,Meubels,Bank,9142.57,6423.49,1,0.3690416426533557,0.3658471295609916,-0.4123517295081363,9142.57,9.120806178997093,False,False,False,False,False,False,False,False,False,2025,11,4,0,29.740871549247096,2719.08,November,False,Lente,Medium,Gemiddeld,42.33025971862648,2669.08,42.33025971862648,2025-11
T00125,2024-10-12,Worcester,K0159,Meubels,Bed,10166.1,6783.71,2,0.4177920772744376,0.3897743184251708,1.3670760041350831,20332.2,9.92001029708879,True,False,False,False,False,False,False,False,False,2024,10,4,5,33.271264299977375,3382.3900000000003,October,True,Lente,Hoog,Goed,49.86047457807012,3332.3900000000003,49.86047457807012,2024-10
T00126,2024-11-12,Worcester,K0178,Toestelle,Wasmajien,8580.7,5781.78,1,0.3422799388434555,0.3232222992738547,-0.4123517295081363,8580.7,9.057387308053958,False,False,False,False,False,False,False,True,False,2024,11,4,1,32.61878401529014,2798.920000000001,November,False,Lente,Medium,Goed,48.40931339483691,2748.920000000001,48.40931339483691,2024-11
T00127,2024-12-17,Worcester,K0174,Toestelle,Yskas,10030.07,6567.3,1,0.411313008149443,0.3753995392843763,-0.4123517295081363,10030.07,9.213442555226198,False,False,False,False,False,False,False,False,True,2024,12,4,1,34.523886672774964,3462.7699999999995,December,False,Somer,Medium,Goed,52.7274526822286,3412.7699999999995,52.7274526822286,2024-12
T00128,2025-03-01,Paarl,K0062,Toestelle,Mikrogolf,2756.89,1832.18,1,0.064893571418365,0.0608747751553653,-0.4123517295081363,2756.89,7.922221173583966,False,False,False,False,False,True,False,False,False,2025,3,1,5,33.54178077471353,924.7099999999998,March,True,Herfs,Laag,Goed,50.47047779148336,874.7099999999998,50.47047779148336,2025-03
T00129,2025-05-13,Paarl,K0147,Meubels,Bed,9030.1,6112.99,1,0.363684729439446,0.3452225330857053,-0.4123517295081363,9030.1,9.108429455160373,True,False,False,False,False,False,False,False,False,2025,5,2,1,32.30429341867754,2917.1100000000006,May,False,Herfs,Medium,Goed,47.71985558621887,2867.1100000000006,47.71985558621887,2025-05
T00130,2025-09-25,Paarl,K0108,Toestelle,Mikrogolf,4426.37,3091.58,1,0.1444104156644582,0.1445289355449808,-0.4123517295081363,4426.37,8.395561007283513,False,False,False,False,False,True,False,False,False,2025,9,3,3,30.155409511631426,1334.79,September,False,Lente,Laag,Goed,43.17501083588327,1284.79,43.17501083588327,2025-09
T00131,2024-12-13,Stellenbosch,K0124,Meubels,Bed,9908.0,6478.29,1,0.4054988497425614,0.3694871549614609,-0.4123517295081363,9908.0,9.2011987140589,True,False,False,False,False,False,False,False,False,2024,12,4,4,34.61556318126766,3429.71,December,False,Somer,Medium,Goed,52.94159415524776,3379.71,52.94159415524776,2024-12
T00132,2025-07-16,Worcester,K0073,Meubels,Lessenaar,5151.39,3622.18,2,0.1789429062694984,0.1797734150612029,1.3670760041350831,10302.78,9.240266097184524,False,False,False,False,True,False,False,False,False,2025,7,3,2,29.685385886139475,1529.2100000000005,July,False,Winter,Medium,Gemiddeld,42.217946098758226,1479.2100000000005,42.217946098758226,2025-07
T00133,2024-09-24,Stellenbosch,K0038,Toestelle,Mikrogolf,2113.59,1383.65,2,0.034253380518497,0.0310816986430941,1.3670760041350831,4227.18,8.34952691940463,False,False,False,False,False,True,False,False,False,2024,9,3,1,34.53555325299609,729.94,September,False,Lente,Laag,Goed,52.754670617569474,679.94,52.754670617569474,2024-09
T00135,2025-08-29,Stellenbosch,K0099,Toestelle,Droër,9277.59,6578.68,1,0.3754726057736732,0.3761554423693642,-0.4123517295081363,9277.59,9.135464874581077,False,True,False,False,False,False,False,False,False,2025,8,3,4,29.090636684742478,2698.91,August,False,Winter,Medium,Gemiddeld,41.025099260033926,2648.91,41.025099260033926,2025-08
T00136,2024-09-22,Paarl,K0026,Meubels,Eetstel,9398.2,6147.78,1,0.3812172248074569,0.3475334178244338,-0.4123517295081363,9398.2,9.148379858253364,False,False,True,False,False,False,False,False,False,2024,9,3,6,34.5855589368177,3250.420000000001,September,True,Lente,Medium,Goed,52.87144302496187,3200.420000000001,52.87144302496187,2024-09
T00137,2025-06-09,Stellenbosch,K0121,Meubels,Eetstel,13584.2,9613.48,1,0.580595180826185,0.5777384548756412,-0.4123517295081363,13584.2,9.516736243872064,False,False,True,False,False,False,False,False,False,2025,6,2,0,29.230429469530783,3970.720000000001,June,False,Winter,Medium,Gemiddeld,41.30366943084087,3920.720000000001,41.30366943084087,2025-06
T00138,2024-11-20,Worcester,K0021,Toestelle,Mikrogolf,3044.48,2023.56,1,0.0785913990274013,0.0735869660521134,-0.4123517295081363,3044.48,8.021413803188812,False,False,False,False,False,True,False,False,False,2024,11,4,2,33.53347698129073,1020.9200000000001,November,False,Lente,Laag,Goed,50.45167921880251,970.9200000000001,50.45167921880251,2024-11
T00139,2024-07-20,Paarl,K0187,Meubels,Bank,10211.74,6587.43,1,0.4199658971293575,0.3767366508046581,-0.4123517295081363,10211.74,9.231391239504118,False,False,False,False,False,False,False,False,False,2024,7,3,5,35.49160084373476,3624.3099999999995,July,True,Winter,Medium,Goed,55.01857325239129,3574.3099999999995,55.01857325239129,2024-07
T00140,2025-12-23,Paarl,K0032,Meubels,Bed,9359.2,6857.46,1,0.3793596662110092,0.3946730752369337,-0.4123517295081363,9359.2,9.144221936764724,True,False,False,False,False,False,False,False,False,2025,12,4,1,26.730276091973675,2501.7400000000007,December,False,Somer,Medium,Gemiddeld,36.48202103986025,2451.7400000000007,36.48202103986025,2025-12
T00141,2024-08-18,Stellenbosch,K0029,Toestelle,Droër,6554.69,4275.38,1,0.2457816749462975,0.2231614550536571,-0.4123517295081363,6554.69,8.788088653815917,False,True,False,False,False,False,False,False,False,2024,8,3,6,34.77372690394206,2279.3099999999995,August,True,Winter,Medium,Goed,53.312454097647446,2229.3099999999995,53.312454097647446,2024-08
T00143,2024-11-25,Paarl,K0062,Toestelle,Yskas,4949.71,3235.87,1,0.1693369468404833,0.1541132287025302,-0.4123517295081363,4949.71,8.507286279620448,False,False,False,False,False,False,False,False,True,2024,11,4,0,34.62505884183114,1713.8400000000001,November,False,Lente,Laag,Goed,52.96380880566897,1663.8400000000001,52.96380880566897,2024-11
T00144,2025-08-31,Stellenbosch,K0018,Meubels,Lessenaar,4686.45,3326.08,3,0.1567979500173848,0.1601053216108573,3.146503737778303,14059.35,9.551114058369189,False,False,False,False,True,False,False,False,False,2025,8,3,6,29.02772887793532,1360.37,August,True,Winter,Medium,Gemiddeld,40.90009861458533,1310.37,40.90009861458533,2025-08
T00146,2025-08-01,Paarl,K0018,Toestelle,Yskas,8770.53,5981.93,1,0.351321486237396,0.3365170270823203,-0.4123517295081363,8770.53,9.07926652853098,False,False,False,False,False,False,False,False,True,2025,8,3,4,31.795113864270462,2788.6000000000004,August,False,Winter,Medium,Goed,46.61706171753933,2738.6000000000004,46.61706171753933,2025-08
T00147,2025-06-19,Stellenbosch,K0086,Meubels,Lessenaar,5004.99,3485.57,1,0.171969917076679,0.1706992568502887,-0.4123517295081363,5004.99,8.518390474386848,False,False,False,False,True,False,False,False,False,2025,6,2,3,30.35810261359163,1519.4199999999996,June,False,Winter,Medium,Goed,43.5917224442487,1469.4199999999996,43.5917224442487,2025-06
T00148,2024-11-14,Stellenbosch,K0165,Toestelle,Droër,7538.91,5116.08,1,0.2926597857615752,0.2790039615166949,-0.4123517295081363,7538.91,8.92796552459124,False,True,False,False,False,False,False,False,False,2024,11,4,3,32.1376697692372,2422.83,November,False,Lente,Medium,Goed,47.35715626026176,2372.83,47.35715626026176,2024-11
T00149,2024-12-27,Worcester,K0035,Toestelle,Mikrogolf,2262.53,1510.18,1,0.0413473491686234,0.0394863047365498,-0.4123517295081363,2262.53,7.724680820598653,False,False,False,False,False,True,False,False,False,2024,12,4,4,33.25259775560988,752.3500000000001,December,False,Somer,Laag,Goed,49.818564674409686,702.3500000000001,49.818564674409686,2024-12
T00150,2024-09-03,Worcester,K0012,Toestelle,Yskas,7693.34,4994.47,1,0.3000152415064324,0.2709261606234274,-0.4123517295081363,7693.34,8.948240272614017,False,False,False,False,False,False,False,False,True,2024,9,3,1,35.08060218318702,2698.87,September,False,Lente,Medium,Goed,54.03716510460569,2648.87,54.03716510460569,2024-09
T00151,2025-01-21,Stellenbosch,K0140,Toestelle,Stoof,6230.41,4081.78,1,0.2303363133653722,0.2103018032738972,-0.4123517295081363,6230.41,8.737357910411593,False,False,False,False,False,False,True,False,False,2025,1,1,1,34.4861734620996,2148.6299999999997,January,False,Somer,Medium,Goed,52.63953471279685,2098.6299999999997,52.63953471279685,2025-01
T00152,2025-10-28,Paarl,K0200,Meubels,Bank,14294.65,9989.35,1,0.6144337065914752,0.6027051765412319,-0.4123517295081363,14294.65,9.567710574166874,False,False,False,False,False,False,False,False,False,2025,10,4,1,30.11826102772715,4305.299999999999,October,False,Lente,Medium,Goed,43.09890032885021,4255.299999999999,43.09890032885021,2025-10
T00154,2025-09-21,Paarl,K0048,Toestelle,Mikrogolf,3016.23,2155.2,1,0.0772458597876667,0.0823309978717807,-0.4123517295081363,3016.23,8.012094470923548,False,False,False,False,False,True,False,False,False,2025,9,3,6,28.54656309366329,861.0300000000002,September,True,Lente,Laag,Gemiddeld,39.951280623608035,811.0300000000002,39.951280623608035,2025-09
T00155,2025-11-21,Worcester,K0133,Toestelle,Stoof,10780.44,7887.47,2,0.4470529118421742,0.4630902752868844,1.3670760041350831,21560.88,9.978682219737134,False,False,False,False,False,False,True,False,False,2025,11,4,4,26.835361079881714,2892.9700000000003,November,False,Lente,Hoog,Gemiddeld,36.67804758686879,2842.9700000000003,36.67804758686879,2025-11
T00156,2025-03-31,Stellenbosch,K0047,Toestelle,Yskas,7584.66,5282.48,1,0.2948388448843312,0.2900568853604555,-0.4123517295081363,7584.66,8.934014901840259,False,False,False,False,False,False,False,False,True,2025,3,1,0,30.35310745636588,2302.1800000000003,March,False,Herfs,Medium,Goed,43.581423876664,2252.1800000000003,43.581423876664,2025-03
T00157,2025-04-27,Paarl,K0076,Meubels,Eetstel,16331.46,11203.92,1,0.7114463713307264,0.6833815570275074,-0.4123517295081363,16331.46,9.70090981760736,False,False,True,False,False,False,False,False,False,2025,4,2,6,31.396703050431498,5127.539999999999,April,True,Herfs,Hoog,Goed,45.76558918664181,5077.539999999999,45.76558918664181,2025-04
T00158,2025-05-10,Paarl,K0090,Toestelle,Wasmajien,8161.95,5753.98,1,0.3223349987854425,0.3213757170451495,-0.4123517295081363,8161.95,9.007360902233527,False,False,False,False,False,False,False,True,False,2025,5,2,5,29.50238607195585,2407.9700000000003,May,True,Herfs,Medium,Gemiddeld,41.84877250181614,2357.9700000000003,41.84877250181614,2025-05
T00159,2025-10-01,Stellenbosch,K0071,Toestelle,Droër,2610.48,1883.21,3,0.0579201059284697,0.0642643827499993,3.146503737778303,7831.44,8.966029362407603,False,True,False,False,False,False,False,False,False,2025,10,4,2,27.859627348227146,727.27,October,False,Lente,Medium,Gemiddeld,38.618635202659284,677.27,38.618635202659284,2025-10
T00160,2024-08-28,Stellenbosch,K0192,Toestelle,Stoof,6656.1,4369.96,1,0.2506118035941377,0.2294438200605253,-0.4123517295081363,6656.1,8.803439233269462,False,False,False,False,False,False,True,False,False,2024,8,3,2,34.34653926473461,2286.1400000000003,August,False,Winter,Medium,Goed,52.31489533084972,2236.1400000000003,52.31489533084972,2024-08
T00161,2024-12-11,Stellenbosch,K0113,Meubels,Lessenaar,6132.41,4072.17,1,0.2256686020204522,0.2096634703523916,-0.4123517295081363,6132.41,8.721506154850843,False,False,False,False,True,False,False,False,False,2024,12,4,2,33.595927212955424,2060.24,December,False,Somer,Medium,Goed,50.59317268188705,2010.2399999999998,50.59317268188705,2024-12
T00162,2024-08-05,Stellenbosch,K0094,Meubels,Bank,8424.65,5662.01,1,0.3348473229722842,0.3152667182115519,-0.4123517295081363,8424.65,9.039035903579864,False,False,False,False,False,False,False,False,False,2024,8,3,0,32.79234152160623,2762.6399999999994,August,False,Winter,Medium,Goed,48.79256659737442,2712.6399999999994,48.79256659737442,2024-08
