transaksie_id,datum,winkel_naam,klient_id,produk_kategorie,produk,verkoopsprys,kosprys,hoeveelheid,verkoopsprys_genormaliseer,kosprys_genormaliseer,hoeveelheid_gestandaardiseer,totale_inkomste,log_totale_inkomste,tipe_Bed,tipe_Droër,tipe_Eetstel,tipe_Kas,tipe_Lessenaar,tipe_Mikrogolf,tipe_Stoof,tipe_Wasmajien,tipe_Yskas,jaar,maand,kwartaal,dag_van_week
T00124,2025-11-10,Stellenbosch,K0076,Meubels,Bank,9142.57,6423.49,1,0.36904164265335576,0.36584712956099164,-0.41235172950813637,9142.57,9.120806178997091,False,False,False,False,False,False,False,False,False,2025,11,4,0
T00125,2024-10-12,Worcester,K0159,Meubels,Bed,10166.1,6783.71,2,0.4177920772744376,0.38977431842517085,1.3670760041350833,20332.2,9.92001029708879,True,False,False,False,False,False,False,False,False,2024,10,4,5
T00126,2024-11-12,Worcester,K0178,Toestelle,Wasmajien,8580.7,5781.78,1,0.3422799388434555,0.3232222992738547,-0.41235172950813637,8580.7,9.057387308053958,False,False,False,False,False,False,False,True,False,2024,11,4,1
T00127,2024-12-17,Worcester,K0174,Toestelle,Yskas,10030.07,6567.3,1,0.411313008149443,0.3753995392843763,-0.41235172950813637,10030.07,9.213442555226198,False,False,False,False,False,False,False,False,True,2024,12,4,1
T00128,2025-03-01,Paarl,K0062,Toestelle,Mikrogolf,2756.89,1832.18,1,0.06489357141836505,0.060874775155365324,-0.41235172950813637,2756.89,7.922221173583966,False,False,False,False,False,True,False,False,False,2025,3,1,5
T00129,2025-05-13,Paarl,K0147,Meubels,Bed,9030.1,6112.99,1,0.363684729439446,0.3452225330857053,-0.41235172950813637,9030.1,9.108429455160373,True,False,False,False,False,False,False,False,False,2025,5,2,1
T00130,2025-09-25,Paarl,K0108,Toestelle,Mikrogolf,4426.37,3091.58,1,0.14441041566445822,0.14452893554498086,-0.41235172950813637,4426.37,8.395561007283513,False,False,False,False,False,True,False,False,False,2025,9,3,3
T00131,2024-12-13,Stellenbosch,K0124,Meubels,Bed,9908.0,6478.29,1,0.40549884974256145,0.3694871549614609,-0.41235172950813637,9908.0,9.201198714058899,True,False,False,False,False,False,False,False,False,2024,12,4,4
T00132,2025-07-16,Worcester,K0073,Meubels,Lessenaar,5151.39,3622.18,2,0.17894290626949844,0.1797734150612029,1.3670760041350833,10302.78,9.240266097184524,False,False,False,False,True,False,False,False,False,2025,7,3,2
T00133,2024-09-24,Stellenbosch,K0038,Toestelle,Mikrogolf,2113.59,1383.65,2,0.03425338051849701,0.03108169864309418,1.3670760041350833,4227.18,8.34952691940463,False,False,False,False,False,True,False,False,False,2024,9,3,1
T00135,2025-08-29,Stellenbosch,K0099,Toestelle,Droër,9277.59,6578.68,1,0.3754726057736732,0.37615544236936427,-0.41235172950813637,9277.59,9.135464874581075,False,True,False,False,False,False,False,False,False,2025,8,3,4
T00136,2024-09-22,Paarl,K0026,Meubels,Eetstel,9398.2,6147.78,1,0.38121722480745696,0.3475334178244338,-0.41235172950813637,9398.2,9.148379858253364,False,False,True,False,False,False,False,False,False,2024,9,3,6
T00137,2025-06-09,Stellenbosch,K0121,Meubels,Eetstel,13584.2,9613.48,1,0.580595180826185,0.5777384548756412,-0.41235172950813637,13584.2,9.516736243872064,False,False,True,False,False,False,False,False,False,2025,6,2,0
T00138,2024-11-20,Worcester,K0021,Toestelle,Mikrogolf,3044.48,2023.56,1,0.07859139902740137,0.07358696605211346,-0.41235172950813637,3044.48,8.021413803188812,False,False,False,False,False,True,False,False,False,2024,11,4,2
T00139,2024-07-20,Paarl,K0187,Meubels,Bank,10211.74,6587.43,1,0.4199658971293575,0.3767366508046581,-0.41235172950813637,10211.74,9.231391239504118,False,False,False,False,False,False,False,False,False,2024,7,3,5
T00140,2025-12-23,Paarl,K0032,Meubels,Bed,9359.2,6857.46,1,0.3793596662110092,0.39467307523693373,-0.41235172950813637,9359.2,9.144221936764723,True,False,False,False,False,False,False,False,False,2025,12,4,1
T00141,2024-08-18,Stellenbosch,K0029,Toestelle,Droër,6554.69,4275.38,1,0.2457816749462975,0.22316145505365717,-0.41235172950813637,6554.69,8.788088653815917,False,True,False,False,False,False,False,False,False,2024,8,3,6
T00143,2024-11-25,Paarl,K0062,Toestelle,Yskas,4949.71,3235.87,1,0.16933694684048337,0.1541132287025302,-0.41235172950813637,4949.71,8.507286279620448,False,False,False,False,False,False,False,False,True,2024,11,4,0
T00144,2025-08-31,Stellenbosch,K0018,Meubels,Lessenaar,4686.45,3326.08,3,0.15679795001738484,0.16010532161085736,3.146503737778303,14059.349999999999,9.551114058369189,False,False,False,False,True,False,False,False,False,2025,8,3,6
T00146,2025-08-01,Paarl,K0018,Toestelle,Yskas,8770.53,5981.93,1,0.351321486237396,0.33651702708232034,-0.41235172950813637,8770.53,9.07926652853098,False,False,False,False,False,False,False,False,True,2025,8,3,4
T00147,2025-06-19,Stellenbosch,K0086,Meubels,Lessenaar,5004.99,3485.57,1,0.17196991707667905,0.1706992568502887,-0.41235172950813637,5004.99,8.518390474386848,False,False,False,False,True,False,False,False,False,2025,6,2,3
T00148,2024-11-14,Stellenbosch,K0165,Toestelle,Droër,7538.91,5116.08,1,0.2926597857615752,0.27900396151669493,-0.41235172950813637,7538.91,8.92796552459124,False,True,False,False,False,False,False,False,False,2024,11,4,3
T00149,2024-12-27,Worcester,K0035,Toestelle,Mikrogolf,2262.53,1510.18,1,0.04134734916862347,0.03948630473654985,-0.41235172950813637,2262.53,7.724680820598653,False,False,False,False,False,True,False,False,False,2024,12,4,4
T00150,2024-09-03,Worcester,K0012,Toestelle,Yskas,7693.34,4994.47,1,0.3000152415064324,0.27092616062342745,-0.41235172950813637,7693.34,8.948240272614017,False,False,False,False,False,False,False,False,True,2024,9,3,1
T00151,2025-01-21,Stellenbosch,K0140,Toestelle,Stoof,6230.41,4081.78,1,0.23033631336537225,0.21030180327389728,-0.41235172950813637,6230.41,8.737357910411593,False,False,False,False,False,False,True,False,False,2025,1,1,1
T00152,2025-10-28,Paarl,K0200,Meubels,Bank,14294.65,9989.35,1,0.6144337065914752,0.6027051765412319,-0.41235172950813637,14294.65,9.567710574166874,False,False,False,False,False,False,False,False,False,2025,10,4,1
T00154,2025-09-21,Paarl,K0048,Toestelle,Mikrogolf,3016.23,2155.2,1,0.07724585978766677,0.08233099787178075,-0.41235172950813637,3016.23,8.012094470923548,False,False,False,False,False,True,False,False,False,2025,9,3,6
T00155,2025-11-21,Worcester,K0133,Toestelle,Stoof,10780.44,7887.47,2,0.4470529118421742,0.4630902752868844,1.3670760041350833,21560.88,9.978682219737134,False,False,False,False,False,False,True,False,False,2025,11,4,4
T00156,2025-03-31,Stellenbosch,K0047,Toestelle,Yskas,7584.66,5282.48,1,0.29483884488433126,0.2900568853604555,-0.41235172950813637,7584.66,8.934014901840259,False,False,False,False,False,False,False,False,True,2025,3,1,0
T00157,2025-04-27,Paarl,K0076,Meubels,Eetstel,16331.46,11203.92,1,0.7114463713307264,0.6833815570275074,-0.41235172950813637,16331.46,9.70090981760736,False,False,True,False,False,False,False,False,False,2025,4,2,6
T00158,2025-05-10,Paarl,K0090,Toestelle,Wasmajien,8161.95,5753.98,1,0.3223349987854425,0.32137571704514956,-0.41235172950813637,8161.95,9.007360902233527,False,False,False,False,False,False,False,True,False,2025,5,2,5
T00159,2025-10-01,Stellenbosch,K0071,Toestelle,Droër,2610.48,1883.21,3,0.0579201059284697,0.06426438274999935,3.146503737778303,7831.4400000000005,8.966029362407603,False,True,False,False,False,False,False,False,False,2025,10,4,2
T00160,2024-08-28,Stellenbosch,K0192,Toestelle,Stoof,6656.1,4369.96,1,0.25061180359413776,0.22944382006052536,-0.41235172950813637,6656.1,8.803439233269462,False,False,False,False,False,False,True,False,False,2024,8,3,2
T00161,2024-12-11,Stellenbosch,K0113,Meubels,Lessenaar,6132.41,4072.17,1,0.2256686020204522,0.20966347035239166,-0.41235172950813637,6132.41,8.721506154850843,False,False,False,False,True,False,False,False,False,2024,12,4,2
T00162,2024-08-05,Stellenbosch,K0094,Meubels,Bank,8424.65,5662.01,1,0.33484732297228426,0.31526671821155194,-0.41235172950813637,8424.65,9.039035903579864,False,False,False,False,False,False,False,False,False,2024,8,3,0
T00163,2025-07-06,Paarl,K0116,Meubels,Lessenaar,5941.27,4138.34,1,0.21656465970955407,0.21405873459963706,-0.41235172950813637,5941.27,8.689846494236267,False,False,False,False,True,False,False,False,False,2025,7,3,6
T00164,2025-07-15,Paarl,K0136,Toestelle,Yskas,6128.28,4181.98,1,0.22547189132805912,0.21695747015577713,-0.41235172950813637,6128.28,8.7208325668932,False,False,False,False,False,False,False,False,True,2025,7,3,1
T00165,2025-07-11,Paarl,K0030,Toestelle,Stoof,6733.28,4806.51,1,0.2542878644268003,0.2584411391951027,-0.41235172950813637,6733.28,8.814966178898175,False,False,False,False,False,False,True,False,False,2025,7,3,4
T00166,2024-07-27,Worcester,K0144,Meubels,Kas,6693.16,4312.42,1,0.25237696055783915,0.22562179339003272,-0.41235172950813637,6693.16,8.808990783487417,False,False,False,True,False,False,False,False,False,2024,7,3,5
T00168,2025-04-19,Worcester,K0019,Toestelle,Wasmajien,6422.03,4379.7,1,0.239463117935919,0.23009078807878394,-0.41235172950813637,6422.03,8.767645247961504,False,False,False,False,False,False,False,True,False,2025,4,2,5
T00169,2025-10-06,Stellenbosch,K0082,Toestelle,Yskas,12172.03,8642.18,1,0.513333936642963,0.5132209973669597,-0.41235172950813637,12172.03,9.406978127877109,False,False,False,False,False,False,False,False,True,2025,10,4,0
T00170,2025-06-21,Worcester,K0077,Meubels,Lessenaar,3262.18,2254.02,1,0.08896038637218806,0.08889499988043711,-0.41235172950813637,3262.18,8.090457459031391,False,False,False,False,True,False,False,False,False,2025,6,2,5
T00171,2024-12-09,Worcester,K0032,Meubels,Bed,7696.43,5010.35,1,0.3001624173029202,0.27198097090370943,-0.41235172950813637,7696.43,8.948641785895664,True,False,False,False,False,False,False,False,False,2024,12,4,0
T00172,2025-01-22,Stellenbosch,K0142,Meubels,Kas,6882.48,4522.61,1,0.261394216800903,0.23958341636310979,-0.41235172950813637,6882.48,8.83687961700012,False,False,False,True,False,False,False,False,False,2025,1,1,2
T00174,2025-05-13,Paarl,K0105,Toestelle,Droër,5752.76,4004.67,1,0.20758598352964713,0.20517986242298156,-0.41235172950813637,5752.76,8.657608833126899,False,True,False,False,False,False,False,False,False,2025,5,2,1
T00175,2024-09-14,Stellenbosch,K0175,Toestelle,Yskas,7821.27,5264.12,1,0.30610850999985717,0.2888373440036559,-0.41235172950813637,7821.27,8.964730072745807,False,False,False,False,False,False,False,False,True,2024,9,3,5
T00176,2025-12-12,Paarl,K0047,Meubels,Lessenaar,5349.6,3788.81,1,0.18838359061313725,0.19084161638383404,-0.41235172950813637,5349.6,8.584963983134474,False,False,False,False,True,False,False,False,False,2025,12,4,4
T00177,2024-11-10,Paarl,K0078,Meubels,Eetstel,17698.8,11613.12,1,0.7765723757221854,0.710562184652909,-0.41235172950813637,17698.8,9.781308619063052,False,False,True,False,False,False,False,False,False,2024,11,4,6
T00178,2024-12-16,Stellenbosch,K0133,Toestelle,Wasmajien,7460.95,4904.12,1,0.2889465737569837,0.26492476838013557,-0.41235172950813637,7460.95,8.917572053142198,False,False,False,False,False,False,False,True,False,2024,12,4,0
T00179,2025-04-17,Stellenbosch,K0142,Toestelle,Wasmajien,5756.51,3885.5,1,0.20776459493315175,0.19726413565338455,-0.41235172950813637,5756.51,8.65826036855829,False,False,False,False,False,False,False,True,False,2025,4,2,3
T00180,2025-04-08,Stellenbosch,K0129,Toestelle,Droër,5827.78,3920.5,1,0.21115916419389102,0.19958896939456014,-0.41235172950813637,5827.78,8.670562995010421,False,True,False,False,False,False,False,False,False,2025,4,2,1
T00181,2024-12-20,Worcester,K0185,Meubels,Bank,11947.75,8059.52,1,0.5026515458221602,0.474518493720292,-0.41235172950813637,11947.75,9.388381949377973,False,False,False,False,False,False,False,False,False,2024,12,4,4
T00182,2025-06-11,Worcester,K0165,Meubels,Eetstel,15351.98,10465.77,1,0.6647940253294785,0.6343508134261141,-0.41235172950813637,15351.98,9.639064870981048,False,False,True,False,False,False,False,False,False,2025,6,2,2
T00183,2025-03-29,Worcester,K0164,Meubels,Lessenaar,5047.1,3365.28,1,0.17397560406376666,0.16270913540097404,-0.41235172950813637,5047.1,8.52676721385051,False,False,False,False,True,False,False,False,False,2025,3,1,5
T00184,2024-08-01,Paarl,K0176,Toestelle,Stoof,8136.05,5343.18,1,0.32110138935857074,0.2940888113058657,-0.41235172950813637,8136.05,9.004182985448578,False,False,False,False,False,False,True,False,False,2024,8,3,3
T00185,2025-08-20,Paarl,K0041,Toestelle,Yskas,10650.83,7630.58,1,0.4408796254399794,0.44602665986486734,-0.41235172950813637,10650.83,9.273486987362233,False,False,False,False,False,False,False,False,True,2025,8,3,2
T00186,2025-09-24,Paarl,K0156,Toestelle,Mikrogolf,2906.75,2000.84,1,0.07203135939948466,0.07207781683498463,-0.41235172950813637,2906.75,7.9751348652191485,False,False,False,False,False,True,False,False,False,2025,9,3,2
T00187,2024-11-25,Paarl,K0034,Toestelle,Stoof,10849.86,7299.28,3,0.4503593661438513,0.424020447909111,3.146503737778303,32549.58,10.390550466218363,False,False,False,False,False,False,True,False,False,2024,11,4,0
T00188,2025-07-15,Worcester,K0032,Meubels,Bed,8042.01,5475.37,1,0.31662229165575156,0.30286937622718013,-0.41235172950813637,8042.01,8.992558670220467,True,False,False,False,False,False,False,False,False,2025,7,3,1
T00189,2025-03-31,Paarl,K0075,Meubels,Bank,12810.42,8494.42,1,0.543740265678509,0.5034062135499281,-0.41235172950813637,12810.42,9.458092239645008,False,False,False,False,False,False,False,False,False,2025,3,1,0
T00190,2025-07-29,Worcester,K0041,Toestelle,Wasmajien,6804.79,4720.68,3,0.2576938648173639,0.25273998262352837,3.146503737778303,20414.37,9.924043327517923,False,False,False,False,False,False,False,True,False,2025,7,3,1
T00191,2025-06-01,Worcester,K0128,Toestelle,Wasmajien,5772.67,4046.93,1,0.20853429100798754,0.20798693310589814,-0.41235172950813637,5772.67,8.661063205835877,False,False,False,False,False,False,False,True,False,2025,6,2,6
T00193,2025-08-07,Worcester,K0091,Toestelle,Wasmajien,8737.17,6018.97,1,0.3497325591918191,0.33897736541869594,-0.41235172950813637,8737.17,9.075456064575048,False,False,False,False,False,False,False,True,False,2025,8,3,3
T00194,2024-08-19,Stellenbosch,K0168,Toestelle,Mikrogolf,2895.83,1860.0,1,0.07151124299247927,0.06272268586049404,-0.41235172950813637,2895.83,7.971372314652984,False,False,False,False,False,True,False,False,False,2024,8,3,0
T00195,2025-10-25,Paarl,K0068,Meubels,Eetstel,14963.26,10863.79,1,0.6462794053907304,0.660788822730763,-0.41235172950813637,14963.26,9.613419970350506,False,False,True,False,False,False,False,False,False,2025,10,4,5
T00196,2025-07-10,Paarl,K0146,Toestelle,Yskas,7205.49,5005.55,1,0.27677908865317474,0.2716621365620624,-0.41235172950813637,7205.49,8.882737287886032,False,False,False,False,False,False,False,False,True,2025,7,3,3
T00197,2025-01-16,Paarl,K0116,Toestelle,Yskas,10950.24,7438.46,1,0.45514043619286226,0.43326531534044865,-0.41235172950813637,10950.24,9.301207970842388,False,False,False,False,False,False,False,False,True,2025,1,1,3
T00198,2025-04-13,Worcester,K0101,Meubels,Bank,11632.36,8146.34,3,0.4876296123418099,0.4802854098748309,3.146503737778303,34897.08,10.460187092350527,False,False,False,False,False,False,False,False,False,2025,4,2,6
T00199,2025-07-18,Paarl,K0131,Toestelle,Wasmajien,7619.4,5272.15,1,0.2964935009263978,0.28937072728770274,-0.41235172950813637,7619.4,8.93858414074128,False,False,False,False,False,False,False,True,False,2025,7,3,4
T00200,2025-08-16,Worcester,K0183,Meubels,Eetstel,13308.83,9535.92,1,0.5674793882440355,0.5725866233051962,-0.41235172950813637,13308.83,9.496258138955975,False,False,True,False,False,False,False,False,False,2025,8,3,5
T00201,2025-06-07,Paarl,K0132,Toestelle,Wasmajien,7367.45,5229.91,1,0.28449319609626916,0.28656498508120976,-0.41235172950813637,7367.45,8.904962650988713,False,False,False,False,False,False,False,True,False,2025,6,2,5
T00202,2024-11-21,Paarl,K0158,Toestelle,Wasmajien,6239.59,4072.46,1,0.23077355408115152,0.2096827332605328,-0.41235172950813637,6239.59,8.738830008175833,False,False,False,False,False,False,False,True,False,2024,11,4,3
T00203,2025-05-03,Worcester,K0137,Toestelle,Droër,5934.75,4186.94,1,0.2162541140159941,0.21728693230881227,-0.41235172950813637,5934.75,8.688748668057352,False,True,False,False,False,False,False,False,False,2025,5,2,5
T00204,2025-11-14,Worcester,K0095,Toestelle,Mikrogolf,2616.02,1812.27,1,0.0581839745085805,0.059552276875742285,-0.41235172950813637,2616.02,7.869791544839499,False,False,False,False,False,True,False,False,False,2025,11,4,4
T00205,2025-06-05,Worcester,K0186,Meubels,Kas,3827.87,2603.97,1,0.11590403566512505,0.11214001610113425,-0.41235172950813637,3827.87,8.250324999477584,False,False,False,True,False,False,False,False,False,2025,6,2,3
T00206,2024-07-28,Worcester,K0199,Toestelle,Stoof,5966.57,3771.53,3,0.21776969131186502,0.18969381275390504,3.146503737778303,17899.71,9.792595655846688,False,False,False,False,False,False,True,False,False,2024,7,3,6
T00207,2025-02-19,Worcester,K0135,Meubels,Lessenaar,3781.56,2519.03,1,0.11369830390611232,0.10649797673040698,-0.41235172950813637,3781.56,8.238156308061487,False,False,False,False,True,False,False,False,False,2025,2,1,2
T00208,2025-07-25,Stellenbosch,K0180,Meubels,Eetstel,14359.66,9970.35,1,0.6175301138826309,0.6014431239388794,-0.41235172950813637,14359.66,9.572247802548826,False,False,True,False,False,False,False,False,False,2025,7,3,4
T00209,2024-10-21,Stellenbosch,K0039,Meubels,Kas,7286.49,4934.55,1,0.280637094968874,0.2669460452585348,-0.41235172950813637,7286.49,8.893914458445114,False,False,False,True,False,False,False,False,False,2024,10,4,0
T00210,2025-08-27,Worcester,K0157,Meubels,Kas,5760.09,4036.96,1,0.2079351092863641,0.20732468760876901,-0.41235172950813637,5760.09,8.658881971898154,False,False,False,True,False,False,False,False,False,2025,8,3,2
T00211,2025-10-26,Worcester,K0144,Meubels,Bank,11953.72,8679.37,1,0.5029358951765395,0.5156912992765117,-0.41235172950813637,11953.72,9.388881458455453,False,False,False,False,False,False,False,False,False,2025,10,4,6
T00212,2025-05-29,Worcester,K0045,Toestelle,Droër,6153.61,4332.98,1,0.22667835182159818,0.2269874671534204,-0.41235172950813637,6153.61,8.724956673491612,False,True,False,False,False,False,False,False,False,2025,5,2,3
T00213,2025-10-14,Worcester,K0198,Toestelle,Droër,6887.26,4810.69,1,0.26162188680323695,0.25871879076762017,-0.41235172950813637,6887.26,8.837573792201214,False,True,False,False,False,False,False,False,False,2025,10,4,1
T00214,2025-03-28,Worcester,K0072,Toestelle,Wasmajien,5759.15,3903.42,3,0.20789033736121892,0.19845445052886648,3.146503737778303,17277.449999999997,9.75721533926077,False,False,False,False,False,False,False,True,False,2025,3,1,4
T00215,2025-05-02,Stellenbosch,K0177,Toestelle,Stoof,8304.23,5791.87,1,0.32911175358294475,0.32389251562952515,-0.41235172950813637,8304.23,9.024640715824063,False,False,False,False,False,False,True,False,False,2025,5,2,4
T00216,2025-11-13,Paarl,K0185,Toestelle,Stoof,9223.08,6432.9,1,0.3728763104123304,0.366472177718262,-0.41235172950813637,9223.08,9.12957273493817,False,False,False,False,False,False,True,False,False,2025,11,4,3
T00217,2025-04-07,Paarl,K0098,Meubels,Lessenaar,4724.09,3316.54,1,0.15859073221149497,0.15947163835683406,-0.41235172950813637,4724.09,8.460641887365487,False,False,False,False,True,False,False,False,False,2025,4,2,0
T00218,2025-08-09,Paarl,K0183,Meubels,Bed,8025.18,5604.8,1,0.3158206836768229,0.31146661140204746,-0.41235172950813637,8025.18,8.990463977687265,True,False,False,False,False,False,False,False,False,2025,8,3,5
T00219,2024-09-19,Paarl,K0055,Toestelle,Stoof,8544.12,5575.91,1,0.3405376441394027,0.3095476272082599,-0.41235172950813637,8544.12,9.05311563875126,False,False,False,False,False,False,True,False,False,2024,9,3,3
T00220,2025-01-23,Worcester,K0036,Toestelle,Droër,7097.6,4723.48,1,0.2716403195000786,0.2529259693228224,-0.41235172950813637,7097.6,8.867652860487672,False,True,False,False,False,False,False,False,False,2025,1,1,3
T00221,2024-10-20,Worcester,K0136,Meubels,Bank,17382.96,11443.1,1,0.7615290088734145,0.6992688065764897,-0.41235172950813637,17382.96,9.763303220967213,False,False,False,False,False,False,False,False,False,2024,10,4,6
T00222,2025-02-17,Worcester,K0085,Meubels,Eetstel,12697.96,8395.58,1,0.5383838287616752,0.4968408830648482,-0.41235172950813637,12697.96,9.449275379329753,False,False,True,False,False,False,False,False,False,2025,2,1,0
T00223,2025-10-27,Stellenbosch,K0041,Meubels,Eetstel,21569.41,15470.4,3,0.9609283982605632,0.9667774616003888,3.146503737778303,64708.229999999996,11.07765912873774,False,False,True,False,False,False,False,False,False,2025,10,4,0
T00224,2025-08-21,Worcester,K0194,Toestelle,Mikrogolf,2095.85,1494.41,1,0.03340842950565126,0.03843880107659729,-0.41235172950813637,2095.85,7.648191497585247,False,False,False,False,False,True,False,False,False,2025,8,3,3
T00225,2025-04-21,Paarl,K0023,Toestelle,Yskas,4752.21,3239.36,2,0.1599300795892414,0.154345047838436,1.3670760041350833,9504.42,9.15961744121616,False,False,False,False,False,False,False,False,True,2025,4,2,0
T00226,2025-02-23,Worcester,K0046,Meubels,Bank,10685.61,7417.02,1,0.4425361866703501,0.43184118861442566,-0.41235172950813637,10685.61,9.27674683492367,False,False,False,False,False,False,False,False,False,2025,2,1,6
T00227,2024-08-07,Paarl,K0075,Toestelle,Wasmajien,7512.63,4969.67,2,0.291408077045815,0.26927884985825157,1.3670760041350833,15025.26,9.61755461612028,False,False,False,False,False,False,False,True,False,2024,8,3,2
T00228,2024-08-08,Stellenbosch,K0086,Toestelle,Droër,8751.41,5612.6,1,0.3504108062280606,0.31198471720722376,-0.41235172950813637,8751.41,9.077084369999604,False,True,False,False,False,False,False,False,False,2024,8,3,3
T00229,2025-04-18,Paarl,K0120,Toestelle,Wasmajien,5652.38,3778.97,2,0.20280491348063617,0.19018800598345778,1.3670760041350833,11304.76,9.3330676093432,False,False,False,False,False,False,False,True,False,2025,4,2,4
T00230,2025-04-06,Stellenbosch,K0118,Meubels,Bed,8983.84,6038.02,1,0.3614813791658133,0.34024273921210724,-0.41235172950813637,8983.84,9.103293991602232,True,False,False,False,False,False,False,False,False,2025,4,2,6
T00231,2025-03-21,Worcester,K0076,Meubels,Eetstel,11039.3,7327.91,1,0.45938233795182726,0.4259221619093926,-0.41235172950813637,11039.3,9.309307493374925,False,False,True,False,False,False,False,False,False,2025,3,1,4
T00232,2025-01-14,Stellenbosch,K0023,Toestelle,Mikrogolf,3415.73,2249.91,1,0.09627392797435616,0.0886219979754019,-0.41235172950813637,3415.73,8.13643923231201,False,False,False,False,False,True,False,False,False,2025,1,1,1
T00233,2025-08-15,Worcester,K0123,Meubels,Bank,14948.6,10180.96,3,0.6455811538772964,0.6154326449168506,3.146503737778303,44845.8,10.71100751600057,False,False,False,False,False,False,False,False,False,2025,8,3,4
T00234,2025-05-28,Stellenbosch,K0115,Meubels,Bed,7061.65,4963.44,1,0.26992803151181455,0.26886502945232227,-0.41235172950813637,7061.65,8.862575614167206,True,False,False,False,False,False,False,False,False,2025,5,2,2
T00235,2025-03-31,Paarl,K0003,Toestelle,Droër,4444.24,2943.48,1,0.14526155853929212,0.1346915676287493,-0.41235172950813637,4444.24,8.399589139741266,False,True,False,False,False,False,False,False,False,2025,3,1,0
T00236,2025-03-25,Worcester,K0031,Toestelle,Wasmajien,9030.81,6027.4,1,0.3637185465318428,0.33953731823121336,-0.41235172950813637,9030.81,9.108508069292908,False,False,False,False,False,False,False,True,False,2025,3,1,1
T00237,2025-10-20,Paarl,K0181,Meubels,Kas,5828.19,4148.16,1,0.2111786923740075,0.21471101652358973,-0.41235172950813637,5828.19,8.6706333331568,False,False,False,True,False,False,False,False,False,2025,10,4,0
T00238,2025-05-15,Worcester,K0057,Meubels,Bed,10475.63,7311.5,1,0.4325349006682448,0.42483214700388705,-0.41235172950813637,10475.63,9.256902341276463,True,False,False,False,False,False,False,False,False,2025,5,2,3
T00239,2025-02-10,Stellenbosch,K0156,Toestelle,Wasmajien,7007.87,4670.48,1,0.26736650583702065,0.24940550680047077,-0.41235172950813637,7007.87,8.854931768746635,False,False,False,False,False,False,False,True,False,2025,2,1,0
T00240,2025-07-18,Paarl,K0056,Toestelle,Droër,6556.38,4450.97,1,0.2458621691521436,0.23482481381402923,-0.41235172950813637,6556.38,8.788346411916706,False,True,False,False,False,False,False,False,False,2025,7,3,4
T00241,2025-03-11,Worcester,K0181,Meubels,Lessenaar,4049.93,2766.47,1,0.1264806885350531,0.12293388704230665,-0.41235172950813637,4049.93,8.306701763369366,False,False,False,False,True,False,False,False,False,2025,3,1,1
T00242,2025-07-06,Stellenbosch,K0130,Meubels,Eetstel,16868.55,12001.98,1,0.7370278109862684,0.7363917517555815,-0.41235172950813637,16868.55,9.733265500613998,False,False,True,False,False,False,False,False,False,2025,7,3,6
T00243,2025-01-24,Worcester,K0134,Meubels,Bank,12300.74,8416.01,1,0.5194643563083167,0.49819792173148303,-0.41235172950813637,12300.74,9.417495994770137,False,False,False,False,False,False,False,False,False,2025,1,1,4
T00244,2025-09-26,Stellenbosch,K0131,Meubels,Lessenaar,5014.44,3497.95,1,0.17242001781351063,0.17152158375645304,-0.41235172950813637,5014.44,8.52027643333702,False,False,False,False,True,False,False,False,False,2025,9,3,4
T00245,2025-09-30,Stellenbosch,K0117,Toestelle,Wasmajien,4698.83,3382.7,1,0.157387605797488,0.1638662383658677,-0.41235172950813637,4698.83,8.455281616831225,False,False,False,False,False,False,False,True,False,2025,9,3,1
T00246,2024-08-29,Worcester,K0102,Toestelle,Stoof,10799.82,6987.76,1,0.44797597557548596,0.4033280991362246,-0.41235172950813637,10799.82,9.287377336156009,False,False,False,False,False,False,True,False,False,2024,8,3,3
T00248,2025-06-18,Worcester,K0018,Meubels,Lessenaar,4615.67,3132.61,3,0.15342671931337015,0.14725430492785044,3.146503737778303,13847.01,9.535896818981723,False,False,False,False,True,False,False,False,False,2025,6,2,2
T00249,2025-10-27,Stellenbosch,K0035,Toestelle,Mikrogolf,3530.37,2447.49,1,0.1017341976537606,0.10174601656344404,-0.41235172950813637,3530.37,8.169441176618252,False,False,False,False,False,True,False,False,False,2025,10,4,0
T00250,2025-09-04,Paarl,K0097,Toestelle,Mikrogolf,3377.67,2392.42,2,0.09446114130305355,0.0980880567312572,1.3670760041350833,6755.34,8.818236602297869,False,False,False,False,False,True,False,False,False,2025,9,3,3
T00251,2025-07-20,Stellenbosch,K0138,Meubels,Bed,9290.75,6396.71,1,0.3760994127257053,0.3640682996298864,-0.41235172950813637,9290.75,9.136882188663957,True,False,False,False,False,False,False,False,False,2025,7,3,6
T00252,2025-08-07,Worcester,K0194,Meubels,Bank,15421.58,10980.73,1,0.6681090529785237,0.6685564243791364,-0.41235172950813637,15421.58,9.643587948296794,False,False,False,False,False,False,False,False,False,2025,8,3,3
T00253,2024-07-24,Paarl,K0098,Toestelle,Droër,7770.11,5084.06,1,0.30367177415897845,0.27687707076262524,-0.41235172950813637,7770.11,8.95816829030144,False,True,False,False,False,False,False,False,False,2024,7,3,2
T00254,2025-02-21,Stellenbosch,K0049,Toestelle,Stoof,5334.27,3625.83,1,0.18765342719561046,0.18001586200849692,-0.41235172950813637,5334.27,8.582094771639882,False,False,False,False,False,False,True,False,False,2025,2,1,4
